mc,dm
龙皓路,283266
山阳镇龙皓路,282718
廊下镇廊下大街,280756
枫泾镇枫湾路,282908
朱泾镇金南街,281412
枫泾镇泾商路,282916
浦卫公路,283274
亭林镇恒顺路,282501
金山工业区恒顺路,283239
金石北路,283254
廊下镇金石北路,282015
亭林镇寺平北路,280366
张堰镇新华东路,281502
金山卫镇卫清西路,280092
卫清西路,024160
山阳镇卫清西路,280091
吕巷镇康兴路,281702
山阳镇红旗东路,280327
朱泾镇南圩路,280622
山阳镇金山大道,280578
金山卫镇金山大道,281104
金山大道,283252
金山卫镇钱富路,280715
吕巷镇璜溪东街,280948
金山卫镇钱商大街,280717
朱泾镇东林街,280240
三林镇东林街,000750
卫零路,002820
卫零路,283103
山阳镇卫零路,280449
山阳镇板桥东路,280575
朱泾镇众安街,281409
众安街,290406
朱泾镇罗中路,283235
陈中路,002464
高科中路,027337
华亭镇沪华中路,021220
枫泾镇文中路,283410
重庆中路,004543
老港镇建中路,252625
江桥镇榆中路,021959
奉城镇头桥中路,260341
安亭镇宝中路,021721
宣桥镇德中路,254300
向化镇向中路,302116
向化镇向建中路,302123
福建中路,007740
华新镇叙中路,290755
奉城城中路,261808
亭卫公路,005182
山阳镇海汇街,283712
朱泾镇秀州街,281401
亭林镇兴工路,280392
兴工路,260487
中兴镇兴工路,301293
海湾旅游区兴工路,260103
朱泾镇公园路,280138
公园路,290120
山阳镇海芙路,282715
海芙路,283247
漕廊公路,282001
枫泾镇白牛路,280209
枫泾镇强兴路,282307
朱吕公路,283302
吕巷镇朱吕公路,281704
山阳镇隆安东路,280755
马陆镇城中路,020733
朱泾镇城中路,280584
银城中路,027139
嘉定镇城中路,020102
菊园新区城中路,022312
吕巷镇溪南路,280844
六灶镇鹿溪南路,250909
练塘镇贞溪南路,290343
山阳镇同凯路,280375
山阳镇海丰路,281304
朱泾镇罗星南路,280545
朱泾镇东风南路,281408
山阳镇龙胜东路,280265
张堰镇康德路,283913
张堰镇东贤路,283908
华亭路,001714
亭林镇华亭路,280340
吕巷镇干溪街,280046
枫泾镇东亚路,280245
山阳镇海盛路,282714
金山卫镇海盛路,281308
海盛路,283249
漕泾镇华强路,280333
张堰镇花贤路,281511
山阳镇龙航路,282717
龙航路,283264
石湖荡镇学府路,270549
金山卫镇学府路,280461
学府路,024158
廊下镇春虹路,282014
龙轩路,283270
金山卫镇龙轩路,282207
山阳镇龙轩路,282719
山阳镇龙山路,280269
枫泾镇新金山路,280667
板桥路,003300
象州路,007476
金一东路,003702
朱泾镇临源街,280600
张堰镇张堰大街,280470
亭林镇开乐大街,280143
亭林镇朱林路,280409
枫泾镇枫兰路,282904
漕泾镇中一东路,280201
金山卫镇卫清东路,280090
山阳镇卫清东路,280089
漕泾镇卫清东路,280087
荣昌路,005134
吕巷镇荣昌路,280643
南大街,004852
嘉定镇南大街,020202
嘉定南大街,023195
枫泾镇南大街,280612
七宝镇南大街,024806
亭林镇珠港街,280739
城河路,283242
金山卫镇城河路,280583
山阳镇山新路,280068
亭林镇恒康路,283836
朱泾镇塘园路,281407
枫泾镇泾宾路,282913
金山卫镇北泰路,280229
亭林镇亭升路,281619
枫泾镇润兴路,282308
亭学路,283423
蒸淀镇朱枫公路,290345
枫泾镇朱枫公路,280407
朱枫公路,283298
沈巷镇朱枫公路,290313
朱家角镇朱枫公路,290205
练塘镇朱枫公路,290323
朱泾镇临仓街,280599
朱泾镇罗星路,280538
朱泾镇新汇街,280876
山阳镇龙翔路,280271
龙翔路,283268
金山卫镇龙翔路,282208
龙临街,283104
金山卫镇秦弯路,282105
秦弯路,282102
山阳镇蒙山北路,280845
蒙山北路,283273
山阳镇龙宇路,282721
卫零北路,283290
山阳镇卫零北路,280085
金山卫镇南阳湾路,282206
南阳湾路,283272
山阳镇金康西路,280576
金山卫镇金康西路,281105
西静路,284121
金山卫镇西静路,280369
山阳镇东平北路,280213
东平北路,024157
山阳镇卫阳南路,282713
北行路,262947
唐镇宏伟路,010818
南桥镇宏伟路,260564
海湾旅游区海湾路,260030
新浜镇邮电路,271107
奉城邮电路,261811
堡镇邮电路,300299
邮电路,010876
庄行镇钜庭路,262818
万顺路,262930
奉新镇奉柘公路,260636
奉柘公路,261624
兰博路,261704
清宁路,262928
吴塘路,261239
南桥镇古华路,260269
古华路,261642
贤瑞路,262934
贤浦路,262933
金海公路,261696
金汇镇振泰路,260962
奉贤现代农业园区广丰路,261314
南桥镇高州路,262238
惠南镇运河路,250570
运河路,010906
南桥运河路,262408
南桥镇运河路,260597
八字桥路,261602
航头镇航南公路,252260
航南公路,261682
苍工路,261604
青村镇南明路,261550
光昊路,261647
金闸公路,260676
解放东路,261694
南桥镇解放东路,261066
展园路,261772
贤政路,262913
德政路,262865
新场镇新奉公路,253026
奉城镇新奉公路,261252
新奉公路,261752
秀韵路,263082
韩村路,261236
南桥镇江海路,260414
南桥镇扶兰路,262230
南桥镇富竹路,262232
九华路,261700
德丰路,261618
南桥镇古华园路,261540
南桥镇华园路,262262
庄行镇华园路,260408
新四平公路,261754
海湾镇海兴路,262018
海兴路,005654
百通路,269822
南桥镇环城西路,261098
南桥环城西路,262388
环城西路,270567
青浦镇环城西路,290554
柘林镇庄胡支路,262774
奉城镇洪庙洪庙路,260767
奉城镇洪庙路,261946
柘林镇钦林北路,260844
惠南镇人民中路,250026
人民中路,270020
南桥镇人民中路,260051
团南中路,262894
云南中路,000509
河南中路,003531
南桥镇南中路,260835
六灶镇陈桥路,250493
陈桥路,261244
海湾旅游区奉炮公路,260102
外冈镇安居路,021626
四团镇安居路,260262
南桥镇杨王路,262351
奉贤现代农业园区嘉园路,261317
奉城镇曙宏路,261534
南桥镇立新路,260289
嘉定立新路,023199
惠南镇立新路,250306
南桥立新路,262390
立新路,080003
定康路,263042
平安平福路,261726
平福路,001064
周浦镇北油车弄,250256
枫泾镇油车弄,280564
周浦镇南油车弄,250756
庄行镇东街油车弄,260733
奉城镇头桥东路,260337
港阳路,261640
南桥镇闸园路,262364
齐贤镇金钱公路,260686
金钱公路,261261
南桥镇新建中路,261094
高东镇光明路,010622
光明路,261646
青村镇光明路,260379
南桥镇光明路,261409
庄行光明路,262919
金汇汇中路,262872
松汇中路,270617
金汇镇汇中路,260282
庄行镇汇中路,260281
马桥镇中街,024775
青村中街,262558
青村镇中街,260200
颛桥镇北桥中街,026017
柘林镇新寺中街,262760
马桥镇中街,000103
花木中街,010836
马桥镇南中街,024151
四团中街,262640
浦江镇杜行中街,024837
金汇中街,262172
嘉定镇城中街,020125
莘庄镇中街,024702
金汇镇中街,260201
四团镇中街,260202
北桥镇中街,000550
老安中街,001831
城桥镇中街山路,300037
人民南路,270021
南桥镇人民南路,260053
南桥人民南路,262396
云樱路,263084
奉城镇浦东路,260899
桃浦东路,005860
奉城镇浦兰路,261904
德泉路,262922
柘林镇驰华路,262704
庄行镇吕桥路,262820
柘林镇寺中路,260446
港佳路,269817
南桥镇西园弄,260384
青村镇优化路,261544
南桥镇优化路,261545
中港水闸路,269814
奉城镇水闸路,260155
水闸路,000392
团汇公路,263064
奉城镇洪南路,261882
奉贤现代农业园区庆园路,261318
江海镇秀南路,260610
南桥镇秀南路,260612
海湾镇五四公路,262052
南桥镇通阳路,262298
菜场路,290897
新菜场路,007940
新河镇菜场路,300456
南桥镇菜场路,260965
奉城镇菜场路,261812
庄行镇步韵路,262806
奉城镇洪中路,260783
庄行镇庄良路,260512
奉浦大道,261727
南桥镇建贤路,262268
金汇镇泰西路,262158
奉城镇奉旺路,261516
南桥镇远东路,261403
远东路,261766
沿港河路,262935
海农公路,261679
泰青公路,261736
金汇镇泰青公路,260919
南亭公路,281621
南桥镇南亭公路,260814
亭林镇南亭公路,281622
奉城镇洪丹路,261872
南桥镇光钱路,262249
青村镇光钱路,260383
南桥红旗路,263048
奉城镇红旗路,260395
奉城镇头桥红旗路,261920
山阳镇红旗路,280328
南桥镇新风弄,261401
南桥镇百兴路,262212
南桥镇解放中路,261064
青村城乡路,262550
钱桥镇城乡路,260619
青村镇城乡路,260764
南桥城乡路,262382
南桥镇城乡路,260757
金汇镇贤百路,262164
新塘路,263083
海旗路,261664
青村镇振浦路,260949
嘉定工业区民乐路,020937
海湾镇民乐路,262042
奉城镇唐城街,261910
瓦洪公路,261741
港极路,261630
南桥镇新建东路,261095
城桥镇周家弄,300119
南桥镇周家弄,260860
周家弄,004290
周家弄后街,004294
光明镇周家弄,260739
褚家路,262921
南桥镇振贤一支路,262370
泰叶路,263080
海浪路,261654
四团镇四新街,260335
庄行镇安邬路,261504
庄行镇一新路,260001
奉城镇洪新路,261888
韩谊路,261247
博丰路,263097
凤丹路,292627
叶联路,292658
乐天路,292799
徐泾镇徐盈路,291169
青竹路,291762
华新镇嘉松中路,291105
嘉松中路,292659
西油墩港路,292788
秀沁路,292792
朱家角镇石家浜路,291232
朱家角镇西洋淀路,291258
朱家角镇浦泰路,290779
朱家角路,292837
盈清路,292652
大盈路,290045
赵巷镇置发路,292262
赵巷镇置鼎路,292260
赵巷镇镇泽路,292254
青浦工业园区盈港路,291184
盈港路,290731
凤徐路,292633
赵巷镇赵华路,290526
朱家角镇沈太路,290453
朱家角镇石家浜东路,291234
朱家角镇淀山湖大道,291252
淀山湖大道,292724
环城镇青松路,290537
青浦镇青松路,290632
青松路,290559
练塘镇章练塘路,291696
赵巷镇置旺路,292264
池泾浜路,290303
徐泾镇龙联路,291153
绿舟路,292640
徐泾镇东徐联路,290257
港俞路,290925
盈浩路,292650
公园东路,000317
赵巷镇公园东路,290149
青浦镇公园东路,290151
赵巷镇业辉路,292236
华科东路,291726
徐泾镇诸陆西路,290839
赵巷镇崧泽大道,292228
徐泾镇崧泽大道,291158
崧泽大道,291790
重固镇崧泽大道,292332
金泽镇宝银路,290601
徐泾镇徐灵路,290651
盈中西路,290772
青浦工业园区盈中西路,290673
业煌路,291845
会恒路,292834
崧甘路,292851
业文路,292649
漕穗北路,292643
金泽镇商周公路,290991
华新镇华强街,290373
华浦路,021829
青浦镇华浦路,290337
黄渡华浦路,028816
赵巷镇业前路,292240
漕盈路,291193
徐和路,292872
竹盈路,291848
徐泾镇徐泾中路,290831
重固镇福定路,291706
徐泾镇徐泾西路,290877
大盈浦路,292827
青浦镇盈贺路,291551
盈贺路,291151
朱家角镇淀湖路,290887
朱家角镇大淀湖路,290091
青浦工业园区淀湖路,291166
淀湖路,290919
盈米路,292820
西大盈港一路,292647
白鹤镇屯溪路,290041
赵重公路,290717
重固镇赵重公路,291700
赵巷镇赵重公路,290711
徐泾镇明珠路,290615
黄泥娄路,292840
崧文南路,292774
徐泾镇育才路,290643
封浜镇育才路,023052
育才路,004252
亭林镇育才路,280568
海湾镇星火育才路,262064
周浦镇育才路,250687
燎原农场育才路,260630
万祥镇育才路,250686
洞泾镇育才路,270546
城桥镇育才路,300113
茸北镇育才路,270545
救护大队路,290936
枫泾镇友好上塘街,283418
金泽镇上塘街,290070
老朱青路,290324
青泰路,292845
城中东路,290688
枫泾镇北大街,280214
祝桥镇南北大街,252397
七宝镇北大街,024792
菊园新区北大街,022305
北大街,000625
南北大街,004832
朱家角镇北大街,290210
嘉定镇北大街,020204
嘉定北大街,023197
凤阁路,292628
向阳河路,290331
白鹤镇赵江路,291688
漕平支路,299801
朱家角镇漕平支路,291111
漕俞路,291103
青浦工业园区漕俞路,291165
秀泉路,292776
海湾镇白石路,262002
浦仓路,290822
欧洲街,290565
练塘镇下塘街,290031
练塘镇下塘街路,292134
尚泰路,292804
三元路,290060
菊园新区城中北路,022316
城中北路,290686
嘉定镇城中北路,020103
华新镇新凤北路,291684
北青公路,290207
香花桥镇北青公路,290215
重固镇北青公路,290213
华新镇北青公路,290209
白鹤镇赵中路,290780
赵巷镇赵中路,290675
崧子浦路,292828
朱家湾后浜路,002230
朱家角镇后浜路,290309
城中西路,290692
沙埭浜路,290468
华新镇新苗路,291062
赵巷镇赵巷路,292250
练塘镇前进街,290728
塘湾镇前进街,024766
吴泾镇塘湾前进街,026134
前进街,005116
白鹤镇白石公路,290235
赵巷镇白石公路,290208
华新镇华志路,291934
白鹤镇程鹤路,291854
青浦镇医院路,290441
航头镇医院路,252194
医院路,003006
青浦新桥路,292666
西新桥路,270403
赵屯镇新桥路,291069
新桥路,008052
石新桥路,292916
老沪青路,290622
新海路,291038
书院镇新海路,252606
青浦工业园区青赵公路,291160
白鹤镇青赵公路,290634
青浦镇青赵公路,290633
青赵公路,290547
赵巷镇中路,292669
赵巷镇镇中路,291125
建设镇镇中路,301432
白鹤镇镇中路,291123
金泽镇镇中路,291132
白鹤镇鹤如路,291135
朱家角镇课植园路,291250
重固镇福泉山路,291672
友爱路,290123
金泽镇金溪路,290582
普光路,290957
白鹤镇振盈路,291888
振盈路,291846
俞家埭路,292847
华新镇华新街,290314
白鹤镇鹤江路,291660
金泽镇培育路,291676
朱家角镇祥凝浜路,290844
华新镇华腾路,290371
枫泾镇新泾路,280900
青浦镇新泾路,291052
青浦新泾路,292665
新泾路,008012
朱家角镇河畔路,290619
五厍浜路,291802
徐泾镇振泾路,290879
廊下镇新风路,280862
朱家角镇新风路,291026
新益路,011761
华新镇新益路,291084
赵巷镇民实路,292212
夏家宅路,292822
海盈路,290788
徐泾镇京华路,290595
香大路,290687
练塘镇练西公路,290557
练西公路,290845
重固镇重固镇大街,290696
重固镇大街,290051
朱家角镇西井街,290360
朱家角镇西井街漕港滩,290315
久康路,292852
朱家角镇珠溪路,290777
赵屯浦路,292825
嘉定镇中下塘街,020127
嘉定镇东下塘街,020116
嘉定镇北下塘街,020139
泗泾镇下塘街,270609
枫泾镇友好下塘街,283420
金泽镇下塘街,290074
嘉定镇南下塘街,020122
新场镇包桥下塘街,250242
嘉定镇西下塘街,020134
新场镇洪桥下塘街,250734
练塘镇练新路,290598
崧建路,292661
南翔镇胜利街,020335
朱家角镇胜利街,290734
朱家角镇西湖街,290348
福泉山东路,292875
重固镇福中路,291035
环城镇青昆路,290625
青昆路,290624
华纺路,290341
华新镇华隆路,291928
朱家角镇泖溪路,290659
赵巷镇镇乐路,292252
白鹤镇鹤祥路,291133
燎原农场三星路,260062
三星路,000127
海湾镇星火三星路,262062
华新镇凤星路,290141
金字圩路,292876
方家塘路,292856
漕程路,292641
万寿路,290075
汇金路,291734
崧泉路,292785
崧淀二路,292778
崧涟二路,292781
淀惠路,292886
新塘港路,292844
卫中路,290067
乐高路,292798
青湖东路,292775
乐爱路,292795
尚茂路,292806
凤强塘路,292631
凤坚塘路,292629
崧古路,292843
玉田路,001354
广中支路,000087
虹关路,004634
天宝路,000399
车站北路,010013
惠南镇车站北路,250138
四达路,001190
吴家湾路,030472
祥德路,005958
天镇路,000433
辉河路,007310
长春路,000218
胡家木桥路,004690
南胡家木桥路,004882
广中路,000086
巴林路,000204
伊敏河路,002172
东大名路,000724
衡水路,008813
宝安支路,003303
海宁路,005648
北海宁路,000635
九龙路,000013
中州路,000548
新同心路,024108
奉城镇同心路,260459
同心路,001941
祝桥镇同心路,252742
广灵一路,000072
欧阳路,003852
安汾路,001468
安汾路,008863
奎照路,004724
车站西路,000265
御南路,011502
新桥镇场南路,270955
华新镇新府南路,291681
申迪南路,031055
申南路,001420
敬南路,024835
泗砖南路,272257
庆南路,010662
宾南路,030404
邢家桥南路,002086
川沙镇水闸南路,010330
遵义南路,009101
新场镇坦南路,252341
车站南路,000264
惠南镇车站南路,250140
海门路,005642
新嘉路,007982
南天潼路,004972
天潼路,000428
逸仙路,006998
天水路,000425
岳州路,004260
飞虹支路,000064
保定路,004506
临平北路,004762
通州路,005950
高行镇万安路,024275
高行镇高行万安路,011320
万安路,000164
海平路,027609
唐山路,005850
北苏州路,000653
杨新港路,031166
科技园区新港路,270908
堡镇新港路,300353
新港路,007966
商丘路,006854
东宝兴路,000716
丹徒路,000272
昆山路,003731
花园路,002563
佘山镇花园路,273115
九亭镇花园路,270474
昆山花园路,003732
张堰镇花园路,280433
漕泾镇花园路,280432
江桥镇黄家花园路,020644
天马山镇花园路,270361
乌鲁木齐北路,000469
大团镇永春北路,250350
迎勋北路,003012
茶陵北路,004526
竖新镇嘉隆北路,300992
水芸北路,031331
朱泾镇新乐北路,280671
南翔镇丰北路,020362
虹梅北路,004644
紫北路,030402
惠南镇城北路,250708
海湾旅游区奉新北路,260633
柘林镇新北路,261119
河滨北路,310001
福建北路,007742
川沙镇华东北路,028214
天通庵路,000429
华新镇华昌路,290418
华昌路,001677
昆明路,003729
邯郸路,002510
乍浦路,001365
黄山路,006672
小昆山镇青云路,270580
青云路,003879
北青云路,000648
川沙镇青云路,024274
蒋家桥路,007328
溧阳路,007792
吴淞路,002878
南崇明路,004846
东江湾路,000736
山阴路,000139
虹湾路,030830
东体育会支路,010045
吉祥路,001744
四川北路,001188
安国路,001474
公平路,000315
武进路,003988
黄渡路,006646
文迁路,000455
青虬江路,031246
虬江路,002714
大川公路,254617
东川公路,031011
川公路,000026
合庆镇东川公路,010420
甜爱路,006960
塘沽路,007858
邢家桥北路,002088
沽源路,003464
海伦西路,005640
哈尔滨路,004600
霍山路,008814
多伦路,001566
公安街,000313
广纪路,027021
大名路,000048
马陆镇宝安路,020718
宝安路,003302
广粤支路,009082
池沟路,001535
黄浦路,006668
大连路,000044
惠民路,007314
惠南镇惠民路,252751
临潼路,004770
甘河路,009094
甜爱支路,006962
马厂路,000091
东嘉兴路,000733
嘉兴路,008370
杨树浦路,002976
金山路,003676
闵行路,002695
辽宁路,010057
高阳路,005496
长春支路,000219
广联路,008931
文治路,000456
中山北二路,010898
保宁路,004507
虹镇老街,004666
罗浮路,003800
虬江支路,002715
广灵二路,000073
银欣路,002941
万荣路,000170
张江镇新丰路,024168
新丰路,007962
江宁路,001788
巨鹿路,000328
北京西路,000641
石门二路,001137
东交通路,000739
交通路,001821
广中西路,008933
华新镇凤阳路,290147
凤阳路,000297
大田路,000054
南京西路,004906
西民立路,002020
民立路,000998
华康路,001694
高平路,008936
山西北路,000138
彭越浦路,008934
彭江路,007418
交城路,008937
闻喜路,005190
华山路,001710
山阳镇华山路,280338
永兴路,001345
俞泾港路,005250
石门一路,001136
浙江北路,006226
武宁南路,003998
青海路,003863
江场西路,001776
晋城路,027193
粤秀路,007490
延安中路,002111
国庆路,003489
晋元路,005682
共康路,001573
宜川路,004210
永兴小马路,001347
泰兴路,005820
通阁路,005918
成都北路,001551
老成都北路,001839
长乐路,000230
谈家桥路,005834
万春街,000165
阳泉路,002162
汶水路,002850
胶州路,005678
泰州路,027435
鸿兴路,006632
宝通路,003390
民晏路,001015
南苏州路,004964
永和路,001304
芷江中路,003076
止园路,000549
陈家宅路,002446
昌化路,003412
淮安路,006634
天目东路,000408
四团镇安业路,260258
安业路,001506
南汇路,004888
恒丰北路,004614
奉贤路,003446
公兴路,000316
光复路,001582
陆丰路,002670
常熟路,006596
曲阜西路,001895
襄阳北路,008878
河南北路,003532
北王家宅路,000656
王家宅路,000441
南王家宅路,004976
民和路,000988
南山路,004946
民德路,000982
共和路,001570
康定东路,006688
江场路,001775
梅园路,006798
嘉定镇梅园路,020178
嘉定梅园路,023200
张桥镇梅园路,024270
江场一路,001777
茂名北路,003824
蒙古路,007806
铜仁路,006966
临山路,004768
吴江路,002874
会文路,001736
乌鲁木齐中路,000468
金泽镇富民路,290988
四团镇富民路,261020
富民路,007266
奉城富民路,261810
奉城镇富民路,261019
竖新镇富民路,301058
邵厂富民路,261728
四团镇富民路定居弄,260623
平陆路,027965
七浦路,000018
新马路,008030
康桥镇新马路,252009
周浦镇新马路,251044
娄塘镇毛家弄,020532
罗店镇毛家弄村,000346
康乐路,006702
柘林镇康乐路,260794
谈家桥支路,005836
泽州路,031278
西宝兴路,001962
升平街,000368
江苏路,001794
蒙自西路,007814
南塘浜路,004968
济南路,004702
局门路,002596
蒙自路,007810
毛家园路,027359
徽宁路,008864
黄陂南路,006664
普育东路,007452
顺昌路,005166
黄家路,006654
惠南镇黄家路,250898
薛家浜路,008832
紫霞路,007504
龙华东路,000927
绍兴路,003887
建德路,003594
浙江中路,006224
广西北路,000077
汉口路,000833
大林路,000046
东江阴街,000737
江阴街,001810
东台路,000776
重庆北路,004544
新肇周路,008110
肇周路,008428
香山路,005206
普安路,007432
西姚家弄,002050
复兴东路,004578
亭林镇复兴东路,280594
张堰镇安东街,280298
七宝镇北东街,024793
东街新路,028812
佘山镇东街,273114
小东街,000187
松江镇蒋泾东街,270851
奉城镇东街新村,261303
南东街,004862
金山卫镇东街,280237
四团镇东街,260252
北东街,000629
合庆镇塘东街,030489
漕泾镇中心东街,280194
南翔镇民主东街,020329
颛桥镇北桥东街,026026
马桥镇东街,024771
娄塘镇东街,021425
吕巷镇新东街,280856
重固镇通坡塘东街,290840
思南路,005172
江西中路,001802
七九江路,010126
佘山镇九江路,273103
九江路,000012
尚文路,003885
黄家阙路,006656
迎勋路,003010
青岛路,003857
福州路,007762
露香园路,008928
科技园区兴业路,270408
兴业路,002097
县左街,002900
多稼路,001563
老太平弄,001848
昭通路,005270
淡水路,006616
方斜路,000279
白渡路,000602
老白渡路,001836
白渡路横街,000603
国货路,003479
青浦学前街,292667
青浦镇学前街,290640
高桥镇学前街,024614
学前街,004038
川沙镇学前街,024531
厦门路,007470
瑞金一路,007846
四川南路,001186
合肥路,001615
温州路,007466
黄河路,006652
和顺街,003513
宁波路,001034
学院路,004040
医学院路,003008
雁荡路,007480
海南西弄,005646
光启路,001600
三牌楼路,000117
四牌楼路,001197
牌楼路,270869
牌楼路,007410
江阴路,001811
山西南路,000137
乔家路,001885
西唐家弄,002036
广西南路,000076
桑园街,005792
学宫街,004036
望云路,006978
车站支路,000267
宁海东路,001040
梦花街,006814
云南南路,000508
广东路,000068
永年路,001320
川沙镇进贤路,024279
进贤路,002590
淮海东路,006636
金陵东路,003662
泗泾路,003898
光启南路,001601
仪凤弄,001276
延安东路,002110
也是园弄,000201
福佑路,007758
皋兰路,005522
牯岭路,004586
滇池路,007732
盆汤弄,005108
南京东路,004904
云南北路,000510
山东中路,000134
俞家弄,005248
庄家街,002260
兴安路,002090
董家渡路,007246
天津路,000407
西藏中路,002055
静修路,008374
牛庄路,000353
方斜后路,000280
台湾路,001242
普育西路,007454
赵家宅路,005264
会稽路,001734
长沙路,000247
南仓街,004834
虎丘路,003572
山东北路,000135
药局弄,005242
西仓桥街,001965
四川中路,001187
巡道街,002106
石潭弄,001160
周浦镇丽水路,250500
丽水路,002632
成都南路,001550
文庙路,000454
天柱山路,000434
定兴路,003428
贵州路,004592
自忠路,002264
小桃园街,000198
高家弄,005482
松江镇高家弄,270735
康家弄,006700
面筋弄,004824
五福弄,000458
梅家街,006750
东梅家街,000756
方浜西路,000278
开平路,000338
日晖东路,000357
泰康路,005808
老道前街,001840
马园街,000105
寿宁路,002782
艾家弄,000600
山海关路,000136
虹桥弄,004650
娄塘镇北弄二村,020544
仓南弄,270099
东沟镇高行飞龙弄,010178
瞿家弄,028859
嘉定镇花园弄,020206
罗店镇花园弄,027190
九曲弄,270009
东塔弄,270255
竹行弄,002250
高桥镇王家弄,010338
光明镇张弄路,260604
筷竹弄,007786
堡镇医院弄,300301
羊肠弄,002150
川沙镇乔家弄,010658
枫泾镇正慧弄,280290
川沙镇临园弄,011158
南翔镇赵家弄,020337
六灶镇路东弄,253940
铁道路,005898
新永安路,008098
盛家街,006874
湖北路,007306
金泽镇环湖北路,292026
斜徐路,006990
金坛路,003678
龙华路,000926
安澜路,001480
中山东二路,000532
天灯弄,000403
北海路,000634
车站东路,000262
六合路,000342
吉安路,001739
永安路,001280
斜土支路,006988
金陵西路,003664
先棉祠街,002074
半淞园路,000618
林荫路,003742
永寿路,001335
老重庆中路,001849
沙家街,002746
昼锦路,005312
柳梁路,030615
菊园新区沪宜公路,022310
外冈镇沪宜公路,021534
嘉定镇沪宜公路,020193
嘉定工业区沪宜公路,020949
沪宜公路,023001
马陆镇沪宜公路,020735
南翔镇沪宜公路,020368
鹤友路,023160
马陆镇双单路,020744
双单路,023290
江桥镇鹤望路,021963
安谐路,030585
安亭镇安悦路,020468
马陆镇封周路,020738
康年路,030868
崇文路,030591
崇教路,030590
南翔镇栖林路,020374
康丰路,030611
丰庄路,022103
新场镇富丰庄路,252342
江桥镇临洮路,021958
江桥镇靖远路,021944
育英南街,031314
山阳镇海川路,281305
江桥镇海川路,021960
马陆镇德立路,020750
江桥镇华江支路,021953
于塘南路,031112
荣轩路,031114
宝塔路,028841
马陆镇德富路,020739
德富路,030687
嘉定镇博乐路,020104
金沙江西路,023217
小华江路,010212
江桥镇华江路,021942
华江路,023042
城固路,028844
南翔镇瑞林路,020375
安亭镇昌吉路,020419
双浦路,031113
安亭镇南安路,020466
南安路,024159
雅丹路,030623
崇福路,031111
陈家山路,030589
华亭镇嘉唐公路,021314
菊园新区嘉唐公路,022311
嘉唐公路,023019
娄塘镇嘉唐公路,020537
皇庆路,030603
江桥镇爱特路,021936
古猗园南路,023147
曹南路,023085
南翔镇南华路,020323
南华路,004884
嘉定镇南华路,020177
安亭镇阜康西路,020441
双丁路,023291
马陆镇双丁路,020743
吉镇路,001747
江桥镇嘉怡路,021955
江桥镇嘉涛路,021957
雅翔路,030624
周浦镇东大街,250264
东大街,000723
张堰镇张堰东大街,281501
嘉定镇东大街,020201
吕巷镇汇丰东大街,281919
嘉定东大街,023194
新河镇东大街,300427
纪王镇东大街,001766
祝桥镇东大街,250265
安亭镇东大街,020446
菊园新区东大街,022307
华漕镇纪王东大街,026099
安亭镇安智路,020474
众仁南路,030871
天祝路,028873
博园路,028799
安亭镇博园路,020469
菊园新区永靖路,022321
德园南路,030870
定边路,027268
黄渡镇春荣路,021843
江桥镇临潭路,021946
望融路,031250
叶城路,023063
嘉定工业区叶城路,020940
江桥镇张掖路,021945
安亭镇墨玉南路,020439
菊园新区柳湖路,022323
竹笛路,031038
新翔黄公路,023059
翔黄公路,023058
封浜镇老翔黄公路,023054
江桥镇新翔黄公路,023056
庙镇新民主街,300707
南翔镇民主街,020328
南翔民主街,023259
新河镇民主街,300433
双坪路,030995
嘉定镇沙霞路,020109
马陆镇希望路,020753
绿华镇希望路,300496
徐行镇新建一路,021020
远香湖路,031043
迎园中路,020146
真南路,006250
南翔镇真南路,020326
朱家角镇东环路,290234
解放岛东环路,023211
安亭镇东环路,021726
万镇路,009237
安驰路,023072
迎园路,020150
塔城东路,020143
百安公路,023047
安亭镇百安公路,021733
棋盘路,022301
菊园新区棋盘路,022314
菊园新区环城路,020198
奉城镇环城路,260663
环城路,270565
嘉定环城路,023198
嘉定镇环城路,020112
外冈镇外钱公路,021631
外钱公路,023031
江桥镇丰华公路,021962
丰华公路,023039
绿菊路,031041
安亭镇安礼路,020473
成泽路,031110
启悦路,030619
安亭镇安诚路,020475
嘉戬公路,023064
马陆镇嘉戬公路,020824
嘉定工业区嘉戬公路,020947
嘉涌路,030606
金润路,027041
外冈镇祁昌路,021523
嘉行公路,022302
菊园新区嘉行公路,022315
嘉定工业区富蕴路,020939
嘉定工业区良舍路,020938
安亭镇塔山路,020436
祁连山南路,000931
城北路,023101
银城北路,027137
菊园新区城北路,022320
南桥环城北路,262389
航城北路,011361
安亭镇和静路,020426
星华公路,023041
江桥镇星华公路,023043
仓场路,020916
嘉定镇张马路,020111
武乡南路,031073
树屏路,023289
复华路,023139
安亭镇北安德路,020478
盘安路,030616
南翔镇裕丰路,020360
马陆镇育兰支路,020727
嘉定镇金沙路,020106
震川路,023389
马陆镇马陆街,020720
嘉安公路,023065
嘉定镇项泾西街,020136
菊园新区项泾西街,022306
项泾西街,023335
新成路,020151
南桥新成路,262402
堡镇解放街,300349
南翔解放街,023257
南翔镇解放街,020336
高桥镇解放街,005481
新河镇解放街,300464
张堰镇解放街,280831
丰翔路,000309
墅沟路,020915
